epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,1.7214560102081298,2.095806352996826,66.342,77.65,14.825999999999993,28.090000000000003
2,1.330043073425293,2.5038733474731445,52.244,84.3,7.688000000000002,30.08
3,1.1474606715774536,1.6606583644866943,45.998,64.06,5.798000000000002,16.099999999999994
4,1.0343322106552124,1.6296497859954835,41.886,69.06,4.635999999999996,16.47
5,0.9357709114837647,1.5987359924316407,38.574,68.41,3.8499999999999943,14.709999999999994
6,0.8577263652038575,1.2467232200622558,35.596000000000004,55.55,3.3640000000000043,11.579999999999998
7,0.8062242676544189,1.37968161277771,33.855999999999995,58.78,3.0319999999999965,12.090000000000003
8,0.7672753554534912,1.6643136808395387,32.292,67.68,2.828000000000003,22.099999999999994
9,0.7286059032058716,1.3482508848190307,30.742000000000004,60.7,2.5720000000000027,13.780000000000001
10,0.7043402233505249,1.1824782705307006,30.028000000000006,52.24,2.432000000000002,8.950000000000003
11,0.6756109618186951,1.2003807357788085,28.86,54.89,2.1599999999999966,11.290000000000006
12,0.6567729745483398,1.205301340675354,28.171999999999997,54.68,2.0960000000000036,13.849999999999994
13,0.640418433265686,1.1952280521392822,27.808000000000007,53.76,1.9699999999999989,13.599999999999994
14,0.62107635597229,1.1350943237304687,26.930000000000007,50.54,1.9920000000000044,10.049999999999997
15,0.6103958824920654,1.116943907737732,26.343999999999994,49.39,1.9440000000000026,7.189999999999998
16,0.5974163495635987,1.2259271659851074,26.028000000000006,55.18,1.8319999999999936,9.560000000000002
17,0.5807443806266784,1.0202617429733276,25.367999999999995,44.1,1.7180000000000035,5.709999999999994
18,0.5762827936553955,1.125514579772949,25.180000000000007,49.17,1.7439999999999998,8.760000000000005
19,0.5658519532394409,1.1632107967376708,24.813999999999993,54.37,1.7480000000000047,11.969999999999999
20,0.5501312467575074,0.9923396799087525,24.313999999999993,43.82,1.6039999999999992,6.099999999999994
21,0.5471561671257019,1.0675550344467164,24.290000000000006,49.35,1.5960000000000036,8.219999999999999
22,0.5369928432273865,1.1702429077148437,23.721999999999994,51.4,1.5180000000000007,10.11
23,0.5213964697265625,1.1393118200302124,23.239999999999995,48.09,1.4120000000000061,8.569999999999993
24,0.5186221131515503,1.2125834308624268,23.164,51.0,1.4399999999999977,7.200000000000003
25,0.5153674864959716,1.0577918533325195,22.816000000000003,45.99,1.4140000000000015,8.129999999999995
26,0.508026044178009,1.0519765716552734,22.683999999999997,45.89,1.436000000000007,7.450000000000003
27,0.5031160938549042,1.134243496131897,22.397999999999996,49.27,1.3460000000000036,6.659999999999997
28,0.5009346530342103,0.9407905696868897,22.674000000000007,43.16,1.3619999999999948,5.969999999999999
29,0.49330590238571165,1.2587599617004395,22.195999999999998,55.6,1.25,13.409999999999997
30,0.4870655585861206,1.0795773277282714,21.986000000000004,49.17,1.2459999999999951,9.790000000000006
31,0.485503013458252,0.9607283157348633,21.805999999999997,45.89,1.3840000000000003,6.090000000000003
32,0.476562496509552,0.9787710821151734,21.566000000000003,45.29,1.25,7.040000000000006
33,0.47251639114379884,0.8502910049438477,21.153999999999996,38.51,1.1380000000000052,4.859999999999999
34,0.46727208776474,0.9782521719932556,21.17,43.27,1.2199999999999989,6.730000000000004
35,0.4606418200302124,0.9946702459335327,21.048000000000002,43.63,1.1380000000000052,8.349999999999994
36,0.4589454745674133,1.354159372138977,20.768,56.59,1.1539999999999964,9.780000000000001
37,0.4550130047988892,1.0494450096130372,20.884,46.46,1.1680000000000064,7.959999999999994
38,0.4524022187995911,1.1529433647155762,20.596000000000004,47.66,1.141999999999996,9.400000000000006
39,0.44530742237091064,1.047167868423462,20.373999999999995,45.42,1.1380000000000052,6.609999999999999
40,0.44718522388458254,1.0270906478881836,20.337999999999994,45.11,1.0840000000000032,8.909999999999997
41,0.4458798402404785,1.2172033670425415,20.224000000000004,52.1,1.0559999999999974,7.799999999999997
42,0.4403312615966797,0.9243482368469238,20.156000000000006,41.18,1.1440000000000055,5.709999999999994
43,0.43474402631759645,0.9540253408432007,19.888000000000005,43.17,1.0160000000000053,6.049999999999997
44,0.4326495637321472,0.8795538486480713,19.775999999999996,39.5,1.0139999999999958,4.859999999999999
45,0.42691873155593874,1.0875836559295655,19.665999999999997,48.26,1.0460000000000065,9.939999999999998
46,0.4280234373855591,0.9133895161628723,19.647999999999996,41.17,0.980000000000004,5.640000000000001
47,0.42237651700019835,0.8401761615753174,19.604,38.51,1.0160000000000053,4.3799999999999955
48,0.42452933832168577,0.9476682889938355,19.543999999999997,40.49,1.0499999999999972,5.439999999999998
49,0.420021395778656,0.8897372350692749,19.471999999999994,39.57,0.9599999999999937,5.269999999999996
50,0.41741732025146483,0.9361563230514527,19.305999999999997,40.62,0.9959999999999951,5.819999999999993
51,0.41193600816726683,1.0278542182922363,19.042,44.23,0.9719999999999942,9.019999999999996
52,0.41459274185180667,1.0966338695526123,19.150000000000006,45.98,0.9599999999999937,5.780000000000001
53,0.41312699993133545,1.1432290775299072,19.034000000000006,48.7,0.9560000000000031,10.86
54,0.4084279843902588,0.9780285898208618,19.006,41.75,0.9419999999999931,6.340000000000003
55,0.4052024158573151,1.0573170455932617,18.688000000000002,46.3,0.8940000000000055,7.700000000000003
56,0.39778936138153076,1.0362360275268554,18.488,44.93,0.9300000000000068,9.219999999999999
57,0.40457118925094604,1.1664256992340087,18.730000000000004,49.11,0.8640000000000043,9.099999999999994
58,0.3934076219940186,0.9008685075759888,18.33,40.77,0.8580000000000041,5.790000000000006
59,0.3962098201942444,0.9439757194519043,18.272000000000006,41.92,0.9399999999999977,6.150000000000006
60,0.3962503297328949,1.068138877105713,18.488,45.84,0.8840000000000003,6.480000000000004
61,0.3960688235473633,1.0401708702087402,18.212000000000003,45.36,0.9419999999999931,8.170000000000002
62,0.38958828530311584,0.9094151399612427,18.132000000000005,41.43,0.8640000000000043,5.359999999999999
63,0.39145994455337524,1.0205436477661132,18.189999999999998,44.01,0.9320000000000022,6.099999999999994
64,0.38834189661979673,1.004393869781494,18.135999999999996,42.74,0.8119999999999976,5.950000000000003
65,0.38051375082969663,0.9726654390335083,17.819999999999993,41.36,0.813999999999993,5.739999999999995
66,0.3879421356964111,1.1717408683776855,18.236000000000004,49.77,0.8880000000000052,8.310000000000002
67,0.3843863806533813,1.0303402901649474,17.897999999999996,44.41,0.8359999999999985,7.230000000000004
68,0.3898090881061554,1.0235575813293456,18.292,43.44,0.9080000000000013,7.6299999999999955
69,0.38281553216934205,1.0589021936416625,17.894000000000005,45.66,0.9200000000000017,6.090000000000003
70,0.3849598476886749,1.0438752704620362,18.025999999999996,44.94,0.7980000000000018,6.939999999999998
71,0.3838168030452728,1.1311059173583984,17.964,49.47,0.8460000000000036,7.189999999999998
72,0.3769075356769562,1.1064601001739502,17.486000000000004,45.56,0.7999999999999972,7.359999999999999
73,0.3725790632247925,1.1447142013549805,17.488,45.67,0.7999999999999972,7.700000000000003
74,0.3721162756347656,1.2470802453994752,17.519999999999996,50.47,0.7980000000000018,8.069999999999993
75,0.3723603507232666,0.8750987788200378,17.471999999999994,37.42,0.7780000000000058,4.0
76,0.3734879026031494,0.9192812767028808,17.634,40.82,0.7759999999999962,7.540000000000006
77,0.3729119211387634,1.1201930459976197,17.531999999999996,47.24,0.7879999999999967,8.790000000000006
78,0.3685534070587158,1.0438257093429566,17.256,44.71,0.8299999999999983,6.560000000000002
79,0.3744207674598694,0.8671797334671021,17.736000000000004,37.82,0.8520000000000039,5.469999999999999
80,0.36904664066314696,0.9512020387649536,17.342,40.8,0.828000000000003,5.340000000000003
81,0.3665548920059204,0.9971329605102539,17.260000000000005,44.12,0.8419999999999987,8.989999999999995
82,0.2931080513286591,0.860401877784729,13.914000000000001,39.41,0.563999999999993,6.019999999999996
83,0.27057220246315,0.9001702968597413,13.093999999999994,40.7,0.42600000000000193,6.950000000000003
84,0.2631642014312744,0.8566868267059327,12.647999999999996,38.28,0.45000000000000284,5.599999999999994
85,0.25669507438659667,0.9006814769744873,12.430000000000007,39.76,0.465999999999994,6.430000000000007
86,0.2538558294296265,0.8791722946166992,12.293999999999997,38.9,0.465999999999994,6.150000000000006
87,0.2502016920566559,0.9258453245162964,12.244,40.05,0.40399999999999636,5.989999999999995
88,0.2458297024154663,0.8442294073104858,11.980000000000004,36.81,0.4099999999999966,4.900000000000006
89,0.24284559778213502,0.8890625965118408,11.861999999999995,38.42,0.4479999999999933,5.819999999999993
