epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,1.6811356104278565,2.8150239223480225,59.522,85.91,12.506,44.44
2,1.1299361717033387,2.5119635902404784,44.44,84.88,5.450000000000003,38.72
3,0.9574269267654419,2.1376335132598876,38.464,79.0,4.0660000000000025,42.02
4,0.8562475672912597,2.024433736610413,34.864000000000004,77.06,3.3499999999999943,40.43
5,0.7794210482215881,1.6295381839752197,32.188,74.83,2.9180000000000064,31.11
6,0.7282554502105713,1.763270051574707,30.382000000000005,72.94,2.602000000000004,32.959999999999994
7,0.6858102168846131,1.9677835836410522,28.602000000000004,81.23,2.378,29.790000000000006
8,0.6427352095603943,1.8920520114898682,27.367999999999995,76.45,2.1299999999999955,34.7
9,0.6110093068695068,1.815201461982727,26.248000000000005,74.59,1.9839999999999947,31.760000000000005
10,0.5743838501548767,1.770739894104004,24.908,72.77,1.7560000000000002,30.549999999999997
11,0.5000063017272949,1.6190126979827881,21.909999999999997,65.53999999999999,1.3940000000000055,28.010000000000005
12,0.4759524056243897,1.5518339326858521,21.114000000000004,68.55,1.2780000000000058,28.709999999999994
13,0.4616942479991913,1.7059067306518554,20.409999999999997,68.81,1.1460000000000008,28.870000000000005
14,0.4408179334640503,1.4472094375610352,19.742000000000004,64.03999999999999,1.0879999999999939,25.340000000000003
15,0.4269798075866699,1.5458563259124756,19.304000000000002,64.7,1.0100000000000051,26.560000000000002
16,0.3667408122444153,1.5393617095947265,16.512,62.58,0.8520000000000039,27.879999999999995
17,0.34538826785087584,1.4995777227401734,15.644000000000005,61.24,0.715999999999994,25.840000000000003
18,0.3349527703285217,1.4617047603607178,15.433999999999997,59.9,0.6700000000000017,24.0
19,0.32542561291694644,1.4926603792190551,14.828000000000003,61.81,0.6400000000000006,23.439999999999998
20,0.3229557287120819,1.5207231443405151,14.778000000000006,62.82,0.6880000000000024,25.450000000000003
21,0.3087315217399597,1.53180891456604,13.933999999999997,61.56,0.5999999999999943,25.629999999999995
22,0.3027949049758911,1.5735089223861694,13.828000000000003,62.64,0.5720000000000027,26.790000000000006
23,0.2990449739074707,1.5260296403884888,13.724000000000004,61.93,0.5580000000000069,25.370000000000005
24,0.2989118483543396,1.5389925556182862,13.778000000000006,61.65,0.5799999999999983,24.450000000000003
25,0.2923259582901001,1.5657702171325683,13.528000000000006,63.13,0.5379999999999967,24.459999999999994
26,0.28400735145568845,1.5422264938354493,13.174000000000007,61.83,0.4899999999999949,24.989999999999995
27,0.28021279552459716,1.5872360090255737,12.721999999999994,62.35,0.4860000000000042,26.239999999999995
28,0.28038452855587004,1.556776686477661,12.718000000000004,61.79,0.4620000000000033,25.340000000000003
29,0.2783739259338379,1.5640228076934815,13.010000000000005,62.37,0.46399999999999864,25.39
30,0.2753235756778717,1.5391309555053712,12.593999999999994,61.12,0.46399999999999864,24.909999999999997
31,0.2776827634525299,1.5485644388198851,12.629999999999995,61.86,0.49200000000000443,24.950000000000003
32,0.27687075815200807,1.5298698280334473,12.775999999999996,61.68,0.5300000000000011,24.180000000000007
33,0.2756369244098663,1.590261500930786,12.611999999999995,62.32,0.46999999999999886,25.150000000000006
34,0.2771298105573654,1.5525604875564576,12.772000000000006,61.9,0.44199999999999307,24.620000000000005
35,0.2737114703655243,1.5453642082214356,12.567999999999998,61.57,0.465999999999994,23.510000000000005
36,0.2736693528652191,1.5404464847564698,12.587999999999994,61.59,0.5040000000000049,23.840000000000003
37,0.27241429479599,1.5680771709442138,12.543999999999997,61.78,0.4620000000000033,24.120000000000005
