epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,1.6470592387008667,1.0827466562271117,55.348,39.15,10.591999999999999,3.5400000000000063
2,1.0155497759628296,0.852998196220398,36.228,29.980000000000004,3.3599999999999994,2.0900000000000034
3,0.81848080078125,0.6829628516197205,28.83,23.78,2.0060000000000002,1.6400000000000006
4,0.7046497237968444,0.6554301898956298,24.421999999999997,22.310000000000002,1.617999999999995,1.3900000000000006
5,0.6257863586807251,0.5715213357925415,21.784000000000006,19.439999999999998,1.1640000000000015,1.0100000000000051
6,0.5621829627418518,0.516863380241394,19.706000000000003,18.08,0.9779999999999944,0.75
7,0.5127303779697419,0.525433376121521,17.709999999999994,17.730000000000004,0.8520000000000039,0.7600000000000051
8,0.46847895586013794,0.4636464840888977,16.152,15.75,0.6940000000000026,0.6800000000000068
9,0.4353499110984802,0.4485873159885406,14.941999999999993,15.129999999999995,0.5999999999999943,0.7199999999999989
10,0.4087682965946198,0.43417627925872804,13.992000000000004,15.090000000000003,0.4959999999999951,0.6400000000000006
11,0.32756192809104917,0.35807984323501585,11.346000000000004,12.150000000000006,0.39400000000000546,0.4099999999999966
12,0.29548208371162415,0.3568475157737732,10.075999999999993,12.040000000000006,0.2459999999999951,0.37000000000000455
13,0.2820229047203064,0.34467506527900693,9.780000000000001,11.620000000000005,0.22799999999999443,0.45999999999999375
14,0.2646321653175354,0.3546657136440277,9.122,11.680000000000007,0.20999999999999375,0.3299999999999983
15,0.25233126739025113,0.34337547340393065,8.774000000000001,11.700000000000003,0.18000000000000682,0.37999999999999545
16,0.19969422842025758,0.297998060464859,6.859999999999999,10.040000000000006,0.10599999999999454,0.3100000000000023
17,0.18223176224708557,0.29709351243972776,6.1200000000000045,9.790000000000006,0.09999999999999432,0.2600000000000051
18,0.17531046964168548,0.29408297021389007,5.864000000000004,9.739999999999995,0.08400000000000318,0.2600000000000051
19,0.16697806096076964,0.29407458367347716,5.560000000000002,9.459999999999994,0.08799999999999386,0.29999999999999716
20,0.1620359016227722,0.29709092829227446,5.4339999999999975,9.670000000000002,0.08400000000000318,0.21999999999999886
21,0.15166742191314697,0.2933431708097458,5.111999999999995,9.450000000000003,0.0799999999999983,0.25
22,0.14497326623916626,0.2938623440504074,4.885999999999996,9.450000000000003,0.06399999999999295,0.269999999999996
23,0.14365242980480195,0.2919405111074448,4.813999999999993,9.540000000000006,0.06999999999999318,0.269999999999996
24,0.13947436794281007,0.29681497497558595,4.609999999999999,9.400000000000006,0.0660000000000025,0.2600000000000051
25,0.13680750658512114,0.29694753060340884,4.569999999999993,9.420000000000002,0.054000000000002046,0.23999999999999488
26,0.13315192637443543,0.29418717555999757,4.420000000000002,9.310000000000002,0.0759999999999934,0.20999999999999375
27,0.1298641319990158,0.29316488127708434,4.313999999999993,9.280000000000001,0.04999999999999716,0.20999999999999375
28,0.12897114110469818,0.2938447752714157,4.343999999999994,9.290000000000006,0.06999999999999318,0.21999999999999886
29,0.12906326820373534,0.2936245403766632,4.3359999999999985,9.430000000000007,0.060000000000002274,0.20999999999999375
30,0.12787002801656722,0.2924808063268661,4.311999999999998,9.299999999999997,0.04399999999999693,0.18999999999999773
31,0.12577503432750703,0.29243931527137756,4.1440000000000055,9.260000000000005,0.054000000000002046,0.23000000000000398
32,0.12822365542888642,0.29325517592430117,4.212000000000003,9.39,0.058000000000006935,0.25
33,0.1274015906047821,0.29270679233074187,4.168000000000006,9.200000000000003,0.04600000000000648,0.20999999999999375
34,0.12727301961660384,0.29298623909950255,4.225999999999999,9.340000000000003,0.04999999999999716,0.23000000000000398
35,0.12535959175109862,0.29238438818454743,4.201999999999998,9.239999999999995,0.04000000000000625,0.25
36,0.12232609439611435,0.29304052176475526,4.037999999999997,9.219999999999999,0.04800000000000182,0.23999999999999488
37,0.11968996035099029,0.2927315233707428,3.9879999999999995,9.200000000000003,0.04200000000000159,0.23000000000000398
38,0.1216415606701374,0.29318056066036224,4.093999999999994,9.230000000000004,0.06399999999999295,0.23000000000000398
39,0.12193732750415802,0.2937965616464615,4.072000000000003,9.239999999999995,0.04800000000000182,0.20000000000000284
40,0.12092224647045136,0.29200861060619354,4.054000000000002,9.11,0.04999999999999716,0.23999999999999488
41,0.12028566394329071,0.2921198933839798,4.040000000000006,9.099999999999994,0.04600000000000648,0.21999999999999886
42,0.12110692283153533,0.2920897999048233,4.069999999999993,9.11,0.04200000000000159,0.20000000000000284
43,0.12203663736104965,0.2925926646709442,3.9779999999999944,9.299999999999997,0.04800000000000182,0.21999999999999886
44,0.11949388633728027,0.29379715707302095,3.9599999999999937,9.150000000000006,0.04399999999999693,0.25
45,0.11808784246921539,0.2941485014438629,3.8940000000000055,9.159999999999997,0.04600000000000648,0.21999999999999886
46,0.11537092188119888,0.2934504942178726,3.804000000000002,9.150000000000006,0.04000000000000625,0.23000000000000398
47,0.11656993208885193,0.2944071496486664,3.853999999999999,9.189999999999998,0.030000000000001137,0.23000000000000398
48,0.11621648272514343,0.2924026562213898,3.8760000000000048,9.209999999999994,0.04999999999999716,0.23999999999999488
49,0.11559758527755737,0.2925047067403793,3.8559999999999945,9.200000000000003,0.031999999999996476,0.21999999999999886
50,0.11366396468162536,0.2944602082967758,3.867999999999995,9.069999999999993,0.04200000000000159,0.21999999999999886
51,0.11337354658126832,0.2932339406967163,3.695999999999998,9.180000000000007,0.031999999999996476,0.23999999999999488
52,0.11374318420410157,0.29512430186271665,3.808000000000007,9.099999999999994,0.04600000000000648,0.23000000000000398
53,0.11393524678945541,0.29463671510219575,3.813999999999993,9.159999999999997,0.036000000000001364,0.25
54,0.11333223119258881,0.295106817817688,3.6700000000000017,9.150000000000006,0.031999999999996476,0.21999999999999886
55,0.1142488808631897,0.29436663680076597,3.799999999999997,9.120000000000005,0.018000000000000682,0.23000000000000398
56,0.11008249428749084,0.2953393949270248,3.6340000000000003,9.129999999999995,0.034000000000006025,0.25
57,0.11412556663990021,0.2970107388973236,3.8499999999999943,9.219999999999999,0.031999999999996476,0.21999999999999886
58,0.11295902585744858,0.29416940574645994,3.774000000000001,9.239999999999995,0.034000000000006025,0.23999999999999488
59,0.11040945436000824,0.29573649215698244,3.700000000000003,9.14,0.030000000000001137,0.23999999999999488
60,0.11280800353765488,0.29471109499931336,3.799999999999997,9.219999999999999,0.04200000000000159,0.23999999999999488
61,0.10872923448562621,0.2947091557264328,3.622,9.180000000000007,0.02200000000000557,0.23999999999999488
62,0.11018179374933243,0.2967261997699738,3.6260000000000048,9.159999999999997,0.036000000000001364,0.23000000000000398
63,0.11223904612064362,0.2958113162755966,3.6940000000000026,9.159999999999997,0.04200000000000159,0.20999999999999375
64,0.1098237836265564,0.2949049070596695,3.6440000000000055,9.030000000000001,0.031999999999996476,0.23999999999999488
65,0.10878284708976746,0.2951008154153824,3.5999999999999943,9.120000000000005,0.02400000000000091,0.21999999999999886
66,0.10661132411003113,0.2956686223983765,3.6599999999999966,9.079999999999998,0.031999999999996476,0.25
67,0.10683131797552109,0.2959856658220291,3.573999999999998,9.0,0.036000000000001364,0.25
68,0.10885284998178482,0.2964457586288452,3.5819999999999936,9.060000000000002,0.02599999999999625,0.2600000000000051
69,0.10616127168416976,0.29465925273895266,3.5759999999999934,9.150000000000006,0.036000000000001364,0.23999999999999488
70,0.10511579280614852,0.2974317892551422,3.5160000000000053,9.219999999999999,0.030000000000001137,0.23000000000000398
71,0.1065498830652237,0.29844049072265627,3.5819999999999936,9.25,0.02400000000000091,0.21999999999999886
72,0.10707772269248962,0.29786527070999147,3.543999999999997,9.189999999999998,0.028000000000005798,0.23000000000000398
73,0.10500294793605805,0.2988507440805435,3.451999999999998,9.200000000000003,0.028000000000005798,0.25
74,0.10322041820049285,0.2990377115726471,3.3400000000000034,9.079999999999998,0.031999999999996476,0.25
75,0.10436005128860473,0.29713518896102903,3.489999999999995,9.120000000000005,0.02599999999999625,0.23999999999999488
76,0.10442411053657531,0.2979708673000336,3.528000000000006,9.11,0.01999999999999602,0.23000000000000398
77,0.10150843032360077,0.298279457449913,3.4200000000000017,9.090000000000003,0.02599999999999625,0.21999999999999886
78,0.10159209921717643,0.29737105338573455,3.2879999999999967,9.099999999999994,0.031999999999996476,0.23000000000000398
79,0.10285044558525086,0.2989122825860977,3.4819999999999993,9.180000000000007,0.02599999999999625,0.23000000000000398
80,0.10029787934780121,0.2979895242214203,3.3419999999999987,9.189999999999998,0.034000000000006025,0.21999999999999886
81,0.10161576752662659,0.29844942579269407,3.3599999999999994,9.11,0.031999999999996476,0.25
82,0.09977768779754638,0.2985893221616745,3.2180000000000035,9.180000000000007,0.02599999999999625,0.21999999999999886
83,0.0992842806649208,0.29793548760414124,3.2039999999999935,8.989999999999995,0.018000000000000682,0.25
84,0.09804248360872268,0.29690429508686067,3.2620000000000005,9.030000000000001,0.016000000000005343,0.25
85,0.09674085762500763,0.2990229681015015,3.2579999999999956,9.019999999999996,0.02599999999999625,0.23999999999999488
86,0.09877703890323639,0.2989228727340698,3.2920000000000016,9.040000000000006,0.018000000000000682,0.21999999999999886
87,0.10020767548799515,0.29950047183036804,3.3400000000000034,9.099999999999994,0.028000000000005798,0.2600000000000051
88,0.09579993093967437,0.2989008516788483,3.176000000000002,9.090000000000003,0.018000000000000682,0.23999999999999488
89,0.09649742685556412,0.30008743069171906,3.2319999999999993,9.0,0.028000000000005798,0.23000000000000398
90,0.09498604683160781,0.2993237317323685,3.1640000000000015,9.0,0.02200000000000557,0.23999999999999488
91,0.0964059877371788,0.3017192036151886,3.219999999999999,9.129999999999995,0.02599999999999625,0.23999999999999488
92,0.09342596642494201,0.30236135437488554,3.0999999999999943,8.959999999999994,0.012000000000000455,0.23999999999999488
93,0.09349157119750977,0.30125114855766294,3.1200000000000045,9.090000000000003,0.030000000000001137,0.23999999999999488
94,0.09458732302188873,0.30097998666763304,3.108000000000004,9.129999999999995,0.031999999999996476,0.2600000000000051
95,0.09345739434957505,0.3022255302906036,2.9680000000000035,9.049999999999997,0.02200000000000557,0.23999999999999488
96,0.09249663047075271,0.2987043465614319,3.0379999999999967,9.019999999999996,0.02599999999999625,0.23999999999999488
97,0.0934523317861557,0.30182120962142944,3.2039999999999935,9.040000000000006,0.02400000000000091,0.23000000000000398
98,0.09249529607057572,0.2998072420835495,3.063999999999993,8.980000000000004,0.016000000000005343,0.23999999999999488
99,0.0929721105670929,0.30036868410110473,3.0379999999999967,9.090000000000003,0.031999999999996476,0.23000000000000398
100,0.09096882506370545,0.30168870720863344,3.0420000000000016,9.069999999999993,0.02599999999999625,0.23000000000000398
